期号,开奖日期,开奖星期,红球,蓝球,一等奖注数,一等奖金额(元),二等奖注数,二等奖金额(元),总销售额(元),奖池金额(元),开奖公告
2018052,2018-05-08,星期二,"03,05,06,09,15,32",14,4,9373437,104,210261,335132016,1030470724,"河北1注,山西1注,辽宁1注,山东1注,共4注。"
2018051,2018-05-06,星期日,"05,07,20,23,27,31",04,5,9213527,146,180373,362286900,1002362910,"江苏1注,山东1注,广东1注,甘肃1注,宁夏1注,共5注。"
2018050,2018-05-03,星期四,"01,02,04,10,18,19",07,7,7360984,146,141497,332612986,969426906,"吉林1注,黑龙江1注,浙江2注,重庆1注,云南1注,新疆1注,共7注。"
2018049,2018-05-01,星期二,"01,03,04,11,19,23",02,7,7858532,88,284229,308606382,958977957,"浙江6注,山东1注,共7注。"
2018048,2018-04-29,星期日,"01,12,20,25,30,31",02,4,9801124,76,315863,347082070,938951220,"天津1注,浙江1注,广西1注,四川1注,共4注。"
2018047,2018-04-26,星期四,"06,07,12,16,22,25",07,9,6936514,102,213586,340211348,906138855,"上海2注,浙江1注,福建1注,江西1注,山东2注,湖北1注,湖南1注,共9注。"
2018046,2018-04-24,星期二,"10,13,14,18,20,31",03,2,10000000,100,256483,341414200,903210136,"辽宁1注,安徽1注,共2注。"
2018045,2018-04-22,星期日,"03,04,06,25,26,30",01,3,6904812,82,87110,381384846,846265053,"山东1注,广西1注,甘肃1注,共3注。"
2018044,2018-04-19,星期四,"05,09,12,17,27,30",06,22,5550276,643,23534,351490126,845550354,"北京1注,天津1注,内蒙古1注,黑龙江1注,江苏1注,浙江1注,江西1注,山东4注,湖北1注,湖南2注,广东2注,广西3注,四川1注,甘肃1注,新疆1注,共22注。"
2018043,2018-04-17,星期二,"01,04,06,08,21,24",07,6,7386066,93,192424,350595736,922258638,"河北1注,内蒙古2注,浙江1注,湖北1注,广东1注,共6注。"
2018042,2018-04-15,星期日,"06,10,21,28,29,31",12,14,6113405,163,119537,373384922,912888550,"黑龙江1注,山东3注,重庆1注,河南1注,湖北5注,广东1注,广西2注,共14注。"
2018041,2018-04-12,星期四,"07,08,20,23,24,32",13,4,9960334,64,387526,342614774,940022436,"河北1注,江苏1注,浙江1注,四川1注,共4注。"
2018040,2018-04-10,星期二,"01,03,08,13,18,23",16,11,6625737,283,78989,341719534,905458752,"河北1注,山西1注,辽宁1注,上海1注,江苏1注,河南1注,广东2注,云南1注,西藏1注,深圳1注,共11注。"
2018039,2018-04-08,星期日,"08,12,18,19,23,32",03,6,8202095,168,142950,368394896,911280204,"江西1注,山东2注,河南1注,湖南1注,广东1注,共6注。"
2018038,2018-04-05,星期四,"15,23,24,25,28,29",09,5,7607731,75,217310,303245456,888445635,"江苏1注,浙江1注,广西1注,新疆1注,深圳1注,共5注。"
2018037,2018-04-03,星期二,"01,06,07,08,27,30",10,12,6218823,137,133447,336334062,877589328,"河北2注,辽宁2注,吉林2注,山东2注,云南1注,陕西3注,共12注。"
2018036,2018-04-01,星期日,"08,17,24,26,28,33",04,4,10000000,117,231790,375931002,897368156,"江苏1注,陕西1注,深圳2注,共4注。"
2018035,2018-03-29,星期四,"07,10,11,17,23,28",15,6,8809507,289,98862,350309396,856009608,"浙江1注,湖南1注,广东1注,广西1注,四川1注,深圳1注,共6注。"
2018034,2018-03-27,星期二,"01,05,11,22,23,26",15,8,7560160,122,209849,348544506,823152736,"辽宁1注,吉林1注,安徽2注,山东1注,河南2注,广东1注,共8注。"
2018033,2018-03-25,星期日,"04,19,20,22,28,33",06,3,10000000,88,289516,376360408,806829198,"上海1注,安徽1注,江西1注,共3注。"
2018032,2018-03-22,星期四,"21,22,23,24,25,32",06,3,10000000,127,179511,351194914,760396749,"天津1注,福建1注,广西1注,共3注。"
2018031,2018-03-20,星期二,"02,16,18,19,27,30",14,3,10000000,116,224837,345048756,722002755,"内蒙古1注,江苏1注,福建1注,共3注。"
2018030,2018-03-18,星期日,"13,14,20,21,25,33",07,1,10000000,98,260810,388492136,673759355,"江苏1注,共1注。"
2018029,2018-03-15,星期四,"01,02,09,14,22,25",05,5,8926329,85,288700,349939456,607081200,"山西1注,辽宁2注,浙江1注,河南1注,共5注。"
2018028,2018-03-13,星期二,"03,08,11,14,18,23",16,7,7676997,220,106471,352015830,578094167,"天津1注,内蒙古1注,上海1注,浙江1注,山东1注,河南1注,广东1注,共7注。"
2018027,2018-03-11,星期日,"02,07,09,14,18,28",05,6,8250400,144,169291,386579026,561561972,"江苏1注,福建1注,山东2注,湖北2注,共6注。"
2018026,2018-03-08,星期四,"04,07,12,14,26,32",04,6,8313468,75,331346,341958742,537930372,"江苏1注,江西1注,山东1注,湖南1注,广西2注,共6注。"
2018025,2018-03-06,星期二,"04,13,16,19,21,25",14,1,10000000,83,350024,341614936,513258146,"广西1注,共1注。"
2018024,2018-03-04,星期日,"11,19,22,26,31,32",02,9,7481039,81,344588,373443496,436102047,"黑龙江1注,江西1注,河南1注,湖南1注,广东4注,云南1注,共9注。"
2018023,2018-03-01,星期四,"12,15,16,21,26,29",16,3,10000000,159,164899,339395846,419696331,"北京1注,天津1注,江苏1注,共3注。"
2018022,2018-02-27,星期二,"07,14,19,21,22,23",03,6,8201615,111,216325,333617132,371039376,"辽宁1注,黑龙江1注,山东1注,湖南1注,云南1注,陕西1注,共6注。"
2018021,2018-02-25,星期日,"03,04,06,11,23,28",14,3,10000000,216,116432,364661036,348212718,"辽宁1注,江苏1注,陕西1注,共3注。"
2018020,2018-02-22,星期四,"06,09,10,14,28,30",05,33,5489962,212,95334,322991340,302764704,"北京20注,河北1注,山西1注,福建2注,江西1注,山东2注,四川2注,陕西1注,宁夏2注,新疆1注,共33注。"
2018019,2018-02-13,星期二,"03,11,12,16,21,23",09,8,6663708,80,207963,353382992,423300648,"北京2注,河北1注,黑龙江1注,江苏1注,浙江1注,山东1注,广西1注,共8注。"
2018018,2018-02-11,星期日,"02,12,13,18,25,27",07,12,6383135,214,96948,364855490,426699072,"辽宁1注,黑龙江1注,江苏1注,浙江1注,江西2注,湖北2注,湖南2注,广东1注,四川1注,共12注。"
2018017,2018-02-08,星期四,"03,06,11,26,30,32",12,5,8695830,68,339690,341808336,441055600,"内蒙古1注,浙江1注,福建1注,广东1注,广西1注,共5注。"
2018016,2018-02-06,星期二,"01,11,12,18,25,27",16,4,9593701,98,234372,338462386,415237924,"北京2注,山东2注,共4注。"
2018015,2018-02-04,星期日,"11,15,20,21,26,33",15,6,7652271,172,115651,372995620,384707208,"内蒙古1注,浙江1注,安徽1注,重庆1注,广西2注,共6注。"
2018014,2018-02-01,星期四,"09,12,20,24,28,31",07,17,5970693,103,200264,341965074,370944726,"江苏4注,山东1注,湖北1注,广东1注,深圳10注,共17注。"
2018013,2018-01-30,星期二,"06,08,13,15,22,33",06,9,7002470,99,227553,338322260,410564826,"江苏1注,江西2注,河南2注,广东3注,贵州1注,共9注。"
2018012,2018-01-28,星期日,"11,12,13,19,26,28",12,8,7195022,129,170156,367108128,406003688,"山西1注,上海1注,江苏2注,湖北1注,广西1注,西藏1注,深圳1注,共8注。"
2018011,2018-01-25,星期四,"03,10,21,23,27,33",11,8,7356371,138,170751,336871794,397713208,"山西1注,上海1注,安徽1注,河南2注,湖南1注,广西2注,共8注。"
2018010,2018-01-23,星期二,"01,08,17,20,21,22",03,6,8085375,71,325919,351327690,385873044,"北京1注,辽宁1注,重庆1注,广东1注,云南2注,共6注。"
2018009,2018-01-21,星期日,"05,10,17,23,26,32",07,17,5477449,221,45908,384256808,364964347,"北京5注,山西1注,江苏2注,河南2注,湖北2注,广东2注,四川2注,云南1注,共17注。"
2018008,2018-01-18,星期四,"05,09,10,12,17,19",13,11,6571365,144,150043,359785672,427643568,"北京6注,辽宁1注,吉林1注,湖北2注,广东1注,共11注。"
2018007,2018-01-16,星期二,"13,14,20,25,27,31",12,8,7274011,132,172273,354279554,435109760,"河北2注,浙江2注,山东1注,湖北1注,广东1注,广西1注,共8注。"
2018006,2018-01-14,星期日,"02,07,08,09,17,29",11,11,6856113,172,148381,387617618,425081503,"北京3注,辽宁1注,吉林1注,上海1注,山东4注,广东1注,共11注。"
2018005,2018-01-11,星期四,"02,20,21,28,31,33",06,1,10000000,68,371062,354961030,423934061,"北京1注,共1注。"
2018004,2018-01-09,星期二,"14,18,19,26,30,31",11,13,6082556,55,319846,349304820,358237373,"吉林1注,浙江8注,湖北1注,广东1注,甘肃1注,深圳1注,共13注。"
2018003,2018-01-07,星期日,"01,14,16,17,20,31",04,5,10000000,167,191008,388121442,384536000,"河北1注,山西1注,安徽1注,山东1注,湖北1注,共5注。"
2018002,2018-01-04,星期四,"07,18,24,29,31,33",16,3,10000000,94,319928,351610618,338840952,"河北1注,黑龙江1注,四川1注,共3注。"
2018001,2018-01-02,星期二,"01,08,11,26,28,31",04,22,5825255,191,118819,367348082,278621134,"黑龙江1注,江苏1注,浙江10注,福建1注,山东1注,湖北2注,湖南1注,广西1注,四川1注,甘肃1注,宁夏1注,深圳1注,共22注。"
2017154,2017-12-31,星期日,"05,09,13,15,18,26",05,11,7280114,141,222351,414241024,338693168,"河北1注,浙江1注,安徽1注,江西1注,山东1注,湖北1注,广东2注,广西1注,四川1注,甘肃1注,共11注。"
2017153,2017-12-28,星期四,"07,11,12,13,18,19",16,4,10000000,165,190901,372349292,324719716,"北京1注,山西1注,浙江1注,湖北1注,共4注。"
2017152,2017-12-26,星期二,"06,10,23,25,26,29",05,8,7027612,129,157179,367326916,270223240,"吉林1注,浙江1注,福建1注,山东1注,重庆2注,四川1注,陕西1注,共8注。"
2017151,2017-12-24,星期日,"02,05,07,09,11,27",16,6,8891264,171,170669,410102286,265615770,"辽宁1注,江苏3注,安徽1注,福建1注,共6注。"
2017150,2017-12-21,星期四,"06,14,19,20,21,23",08,9,6900101,82,260684,382821120,231409917,"安徽1注,重庆1注,湖北1注,广东1注,四川1注,云南2注,新疆1注,深圳1注,共9注。"
